,sentence,events
264,LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications. ,"

(surged) (sweetened)"
265," ,The government implemented a new policy to promote gender equality. ,The government passed a law to protect the rights of immigrants. ,The government launched a campaign to reduce the number of homeless people. ,The government implemented a new policy to promote job training and education. ,The government passed a law to protect the environment from pollution. ,The government launched a campaign to promote sustainable development. ,The government implemented a new policy to reduce the cost of living. ,The government passed a law to protect the rights of indigenous peoples. ,The government launched a campaign to promote financial literacy. ,The government implemented a new policy to promote economic diversification. ,The government passed a law to protect the rights of workers. ,The government launched a campaign to reduce corruption in government. ,The government implemented a new policy to promote public-private partnerships. ,The government passed a law to protect the rights of consumers. ,The government launched a campaign to promote responsible business practices. ,The government implemented a new policy to promote economic inclusion.","

(implemented, promote)
(passed, protect)
(launched, reduce)
(implemented, promote)
(passed, protect)
(launched, promote)
(implemented, reduce)
(passed, protect)
(launched, promote)
(implemented, promote)
(passed, protect)
(launched, reduce)
(implemented, promote)
(passed, protect)
(launched, promote)
(implemented, promote)"
266,The government launched a new initiative to promote access to healthcare.,"

Trigger1: launched
Trigger2: promote"
267," ,The government voted a law, in the attempt of reducing unemployment.","

(Voted)(Reducing)"
268," ,The government passed a law to increase access to education in an effort to reduce poverty.,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.,The government passed a law to increase access to financial services in an effort to promote economic growth.,The government passed a law to increase access to clean energy sources in an effort to reduce air pollution.,The government passed a law to increase access to job training in an effort to reduce unemployment.,The government passed a law to increase access to legal services in an effort to protect civil rights.","

(passed, increase)
(passed, reduce)
(passed, promote)
(passed, reduce)
(passed, reduce)
(passed, protect)"
269," ,The government passed a law to increase access to education in an effort to reduce poverty. ,The government passed a law to increase access to healthcare in an effort to improve public health. ,The government passed a law to increase access to renewable energy sources in an effort to reduce dependence on fossil fuels. ,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion. ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness.","

(passed, increase)
(passed, improve)
(passed, reduce)
(passed, reduce)
(passed, reduce)"
270," ,The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden of childcare costs on working families. ,The government has implemented a new policy to provide financial assistance to small businesses, in an effort to stimulate economic growth. ,The government has introduced a new program to provide job placement services to those who are unemployed, in an effort to reduce long-term unemployment. ,The government has passed a new law to increase the availability of public transportation, in an effort to reduce traffic congestion. ,The government has implemented a new policy to provide tax credits to businesses that hire veterans, in an effort to reduce veteran unemployment.","

passed (trigger1) increase (trigger2)
implemented (trigger1) stimulate (trigger2)
introduced (trigger1) reduce (trigger2)
passed (trigger1) reduce (trigger2)
implemented (trigger1) reduce (trigger2)"
271,The government passed a law to reduce unemployment in an attempt to stimulate the economy. ,"

(passed)(stimulate)"
272,The government passed a law to protect the rights of consumers and ensure fair pricing.,"

Trigger1: passed
Trigger2: protect"
273,The government passed a law to increase access to technology in an effort to reduce the digital divide.,"

(passed, increase)
(effort, reduce)"
274," ,The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness. ,The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion. ,The government has passed a law to increase access to financial services, in an effort to reduce economic inequality.","

(passed, increase)
(passed, reduce)
(passed, reduce)"
275," ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness. ,The government passed a law to increase access to healthcare in an effort to improve public health. ,The government passed a law to increase access to education in an effort to reduce inequality. ,The government passed a law to increase access to financial services in an effort to promote economic growth. ,The government passed a law to increase access to clean water in an effort to protect the environment.","

(passed, increase)
(passed, improve)
(passed, reduce)
(passed, promote)
(passed, protect)"
276,The government launched a new initiative to promote peace and security in conflict-affected areas.,"

Trigger1: launched
Trigger2: promote"
277,"Iraq is trying to win back Arab support in case the conflict drags on, hoping that its neighbors will eventually help it survive a prolonged war of economic attrition with the West. ","

(win,support)
(hope,help)"
278,"Then yesterday, he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel's occupation of the West Bank. ","

(entice)(diplomatic)"
279,The government passed a law to protect the rights of victims of sexual assault and ensure their access to services.,"

Trigger1: passed
Trigger2: protect"
