,sentence,events
441," ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region. ,The government has taken steps to prevent the spread of misinformation, including introducing new laws to regulate the media. ,The government has taken steps to prevent the spread of corruption, including introducing new laws to increase transparency. ,This has helped to prevent the economy from collapsing. ,The government has implemented a series of measures to prevent the spread of extremism, including increased surveillance and the introduction of new laws. ,The United States has imposed sanctions on North Korea to prevent the country from developing nuclear weapons.","

(Arms embargo, Prevent, Prevent, Prevent, Measures, Sanctions)"
442," ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from becoming a base for terrorism.","

Trigger1: embargo (Trigger2: terrorism)"
443," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the proliferation of nuclear weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the spread of terrorism. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the spread of violence. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the spread of piracy. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the spread of conflict. ,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the spread of weapons of mass destruction.","

(Arms embargo, Proliferation)
(Arms embargo, Spread)
(Arms embargo, Violence)
(Arms embargo, Piracy)
(Arms embargo, Conflict)
(Arms embargo, Weapons)"
444," ,The government has implemented a series of laws to prevent the exploitation of workers in the garment industry. ,The government has implemented a series of laws to prevent the exploitation of children in the labor force. ,The government has implemented a series of laws to prevent the exploitation of women in the workplace.","

(Laws,Exploitation)
(Laws,Children)
(Laws,Women)"
445," , ,The European Union has imposed sanctions on Russia in an effort to prevent it from interfering in the internal affairs of other countries. , ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent it from developing nuclear weapons. , ,The United States and its allies have imposed economic sanctions on Iran in an effort to prevent it from developing nuclear weapons. , ,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence and human rights abuses.","

(Sanctions, Interfering)
(Embargo, Nuclear)
(Sanctions, Nuclear)
(Embargo, Violence)"
446," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from destabilizing the region.","

Trigger1: embargo (Trigger2: destabilizing)"
447," ,The government has implemented a series of measures to prevent the spread of terrorism, including increased monitoring of suspicious activities and increased penalties for those who support terrorist activities. ,The government has implemented a series of measures to prevent the spread of hate speech, including increased monitoring of online platforms and increased penalties for those who spread hate speech.","

(Monitoring, Terrorism)
(Monitoring, Hate Speech)"
448," ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from committing human rights abuses.","

Trigger1: embargo (Trigger2: abuses)"
449," ,The government has implemented a series of measures to prevent the spread of infectious diseases. ,The government has implemented a series of measures to prevent the trafficking of illegal drugs. ,The government has implemented a series of measures to prevent the smuggling of illegal goods. ,The government has implemented a series of measures to prevent the illegal sale of firearms. ,The government has implemented a series of measures to prevent the illegal sale of wildlife. ,The government has implemented a series of measures to prevent the illegal harvesting of natural resources.","

(measures,spread)
(measures,trafficking)
(measures,smuggling)
(measures,sale)
(measures,sale)
(measures,harvesting)"
450," ,The government has implemented a series of measures to prevent the proliferation of weapons of mass destruction. ,The government has implemented a series of measures to prevent the illegal trafficking of drugs. ,The government has implemented a series of measures to prevent the illegal smuggling of people. ,The government has implemented a series of measures to prevent the illegal exploitation of natural resources. ,The government has implemented a series of measures to prevent the illegal dumping of hazardous waste. ,The government has implemented a series of measures to prevent the illegal use of chemical weapons. ,The government has implemented a series of measures to prevent the illegal sale of firearms. ,The government has implemented a series of measures to prevent the illegal use of torture. ,The government has implemented a series of measures to prevent the illegal use of force. ,The government has implemented a series of measures to prevent the illegal use of surveillance technology. ,The government has implemented a series of measures to prevent the illegal use of drones. ,The government has implemented a series of measures to prevent the illegal use of biometric data. ,The government has implemented a series of measures to prevent the illegal use of artificial intelligence. ,The government has implemented a series of measures to prevent the illegal use of genetic engineering. ,The government has implemented a series of measures to prevent the illegal use of nuclear weapons.","

(proliferation, weapons)
(trafficking, drugs)
(smuggling, people)
(exploitation, natural)
(dumping, hazardous)
(sale, firearms)
(torture, use)
(force, use)
(surveillance, use)
(drones, use)
(biometric, data)
(artificial, intelligence)
(genetic, engineering)
(nuclear, weapons)"
451," ,The government has implemented a series of laws to prevent the destruction of the environment, including regulations on emissions and waste disposal.","

(Emissions, Destruction)"
452," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the government from using weapons against its own citizens. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the government from using weapons against its own citizens.","

(Arms embargo, Using weapons)
(Economic sanctions, Developing nuclear weapons)
(Arms embargo, Using weapons)"
453," ,The government has implemented a series of measures to prevent the spread of cybercrime, including increased monitoring of online activity and increased cooperation with international partners. ,The government has implemented a series of measures to prevent the spread of organized crime, including increased law enforcement and increased cooperation with international partners. ,The government has implemented a series of measures to prevent the spread of human trafficking, including increased awareness and increased cooperation with international partners.","

(Monitoring, Cybercrime)
(Enforcement, Organized crime)
(Awareness, Human trafficking)"
454," ,The government has implemented a series of measures to prevent the proliferation of nuclear weapons.,The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance and enhanced security measures.","

(Proliferation, Nuclear)
(Spread, Terrorism)"
455," ,The U.S. government has also taken steps to protect the nation's financial system from the effects of a prolonged war in the Persian Gulf.","

Trigger1: Protect (Trigger2: War)"
456," ,The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance and increased penalties for those who engage in terrorist activities.","

Trigger1: Surveillance (Trigger2: Terrorism)"
457," ,In order to prevent the spread of misinformation, the government has implemented a series of laws to regulate the media. ,In order to prevent the exploitation of vulnerable populations, the government has implemented a series of laws to protect workers' rights. ,In order to prevent the illegal trafficking of drugs and weapons, the government has implemented a series of laws to strengthen border security. ,In order to prevent the illegal exploitation of natural resources, the government has implemented a series of laws to regulate the extraction of minerals and other resources. ,In order to prevent the illegal dumping of hazardous waste, the government has implemented a series of laws to regulate the disposal of hazardous materials. ,In order to prevent the illegal smuggling of people and goods, the government has implemented a series of laws to strengthen border security.","

(Prevention, Spread)
(Prevention, Exploitation)
(Prevention, Trafficking)
(Prevention, Exploitation)
(Prevention, Dumping)
(Prevention, Smuggling)"
458," ,The government has implemented a series of measures to prevent the spread of hate speech, including increased monitoring of online platforms and increased penalties for those who spread hate speech.","

Trigger1: Monitoring (Trigger2: Hate Speech)"
459," ,The government has implemented a series of measures to prevent the exploitation of workers. ,The government has implemented a series of measures to prevent the exploitation of children.","

(measures, exploitation)
(measures, children)"
460," ,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs. ,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from supporting terrorism.","

(sanctions, interfering)
(travel ban, nuclear)
(sanctions, terrorism)"
461," ,The United Nations has imposed an arms embargo on Iran in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from interfering in other countries' affairs. ,The United Nations has imposed a travel ban on Iraq in an effort to prevent the country from destabilizing the region. ,The government has implemented a series of laws to protect the rights of indigenous peoples. ,The government has implemented a series of laws to protect the rights of workers.","

(Embargo, Destabilizing)
(Sanctions, Interfering)
(Travel ban, Destabilizing)
(Laws, Protect)
(Laws, Protect)"
462," ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations, including increased oversight of employers and increased penalties for those who violate labor laws. ,The government has implemented a series of measures to prevent the abuse of animals, including increased inspections of animal facilities and increased penalties for those who violate animal welfare laws. ,The government has implemented a series of measures to prevent the spread of organized crime, including increased surveillance and increased penalties for those who engage in criminal activities. ,The government has implemented a series of measures to prevent the spread of human trafficking, including increased awareness campaigns and increased penalties for those who engage in trafficking activities.","

(measures, exploitation)
(measures, abuse)
(surveillance, crime)
(awareness, trafficking)"
463," ,The government has implemented a series of measures to prevent the spread of infectious diseases. ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations. ,The government has implemented a series of measures to prevent the illegal trafficking of drugs. ,The government has implemented a series of measures to prevent the illegal trafficking of weapons. ,The government has implemented a series of measures to prevent the illegal trafficking of people. ,The government has implemented a series of measures to prevent the illegal exploitation of natural resources. ,The government has implemented a series of measures to prevent the illegal exploitation of wildlife.","

(measures,spread)
(measures,exploitation)
(measures,trafficking)
(measures,weapons)
(measures,people)
(measures,resources)
(measures,wildlife)"
464," ,The government has implemented a series of measures to prevent the exploitation of workers, including increased inspections and penalties. ,The government has implemented a series of measures to prevent the illegal trafficking of drugs, including increased border security and increased penalties. ,The government has implemented a series of measures to prevent the illegal trafficking of weapons, including increased border security and increased penalties. ,The government has implemented a series of measures to prevent the illegal trafficking of people, including increased border security and increased penalties. ,The government has implemented a series of measures to prevent the illegal trafficking of wildlife, including increased border security and increased penalties. ,The government has implemented a series of measures to prevent the illegal trafficking of endangered species, including increased border security and increased penalties.","

(Inspections, Exploitation)
(Border Security, Drugs)
(Border Security, Weapons)
(Border Security, People)
(Border Security, Wildlife)
(Border Security, Endangered Species)"
465," ,The European Union has imposed economic sanctions on Russia in an effort to prevent further aggression in the region. ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a trade embargo on Sudan in an effort to prevent further violence in the region.","

(sanctions, aggression)
(embargo, nuclear)
(sanctions, nuclear)
(embargo, violence)"
466," ,The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting terrorist activities. ,The government has passed legislation to prevent companies from engaging in unethical business practices. ,The United Nations has imposed an arms embargo on a country in an effort to prevent it from acquiring weapons of mass destruction. ,The government has implemented a series of laws to prevent the illegal trafficking of people. ,The government has implemented a series of laws to prevent the illegal exploitation of wildlife. ,The government has implemented a series of laws to prevent the illegal harvesting of timber.","

(Sanctions,Terrorism)
(Legislation,Unethical)
(Embargo,Weapons)
(Laws,Trafficking)
(Laws,Exploitation)
(Laws,Harvesting)"
467," ,The government has implemented a series of measures to prevent the illegal trafficking of weapons, including increased border security and increased penalties. ,The government has implemented a series of measures to prevent the illegal exploitation of natural resources, including increased inspections and penalties. ,The government has implemented a series of measures to prevent the illegal exploitation of wildlife, including increased inspections and penalties.","

(Border security, Trafficking)
(Inspections, Exploitation)
(Penalties, Exploitation)"
468," ,The government has taken steps to prevent the spread of infectious diseases by increasing public health awareness and providing access to vaccinations.","

Trigger1: Steps (Trigger2: Spread)"
469," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from committing human rights abuses. ,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from supporting terrorist activities. ,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.","

Trigger1 (Arms embargo) Trigger2 (Abuses)
Trigger1 (Arms embargo) Trigger2 (Destabilizing)
Trigger1 (Arms embargo) Trigger2 (Supporting)
Trigger1 (Economic sanctions) Trigger2 (Developing)"
470," ,The government has passed legislation to prevent companies from exploiting workers by paying them below minimum wage. ,The government has implemented a series of laws to prevent environmental pollution by regulating the emissions of factories. ,The government has implemented a series of laws to prevent discrimination in the workplace by prohibiting employers from discriminating against employees based on race, gender, or religion. ,The government has implemented a series of laws to prevent the exploitation of children by prohibiting child labor. ,The government has implemented a series of laws to prevent the exploitation of animals by prohibiting animal cruelty.","

(Legislation, Exploitation)
(Laws, Pollution)
(Laws, Discrimination)
(Laws, Exploitation)
(Laws, Cruelty)"
471," ,The government has implemented a series of laws to prevent the spread of hate speech and incitement to violence. ,The government has implemented a series of laws to prevent the spread of corruption and bribery. ,The government has implemented a series of laws to prevent the misuse of public funds. ,The government has implemented a series of laws to prevent the abuse of power by public officials.","

(Laws, Hate Speech)
(Laws, Corruption)
(Laws, Misuse)
(Laws, Abuse)"
472," ,The United States has imposed travel restrictions on certain countries in an effort to prevent the spread of terrorism. ,The United States has imposed an embargo on Cuba in an effort to prevent the country from destabilizing the region.","

(Travel, Terrorism)
(Embargo, Destabilizing)"
473," ,The government has implemented a series of measures to prevent the spread of terrorism and extremism.","

Trigger1: Measures (Trigger2: Terrorism)"
474," ,The government has implemented a series of measures to prevent the exploitation of workers, including increased inspections of workplaces and increased penalties for employers who violate labor laws.","

(Inspections, Exploitation)"
475," ,The European Union has imposed economic sanctions on Russia in an effort to prevent the country from interfering in the internal affairs of other countries. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from acquiring weapons of mass destruction. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.","

(Sanctions, Interfering)
(Embargo, Acquiring)
(Sanctions, Developing)"
476," ,The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The European Union has implemented a series of measures to prevent the spread of the coronavirus. ,The United States has imposed tariffs on Chinese imports in an effort to protect American businesses from unfair competition. ,The government has implemented a series of measures to prevent money laundering and terrorist financing. ,The United Nations has adopted a resolution calling for an arms embargo to prevent the proliferation of weapons of mass destruction. ,The United Nations has imposed sanctions on Syria in an effort to prevent the country from committing human rights abuses. ,The United States has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.","

Sanctions (trigger1) and Nuclear Weapons (trigger2)
Coronavirus (trigger1) and Spread (trigger2)
Tariffs (trigger1) and Unfair Competition (trigger2)
Measures (trigger1) and Money Laundering (trigger2)
Arms Embargo (trigger1) and Proliferation (trigger2)
Sanctions (trigger1) and Human Rights Abuses (trigger2)
Sanctions (trigger1) and Nuclear Weapons (trigger2)
Arms Embargo (trigger1) and Destabilizing (trigger2)"
477," ,The government has passed legislation to prevent companies from polluting the environment by dumping hazardous waste. ,The government has passed legislation to prevent companies from discriminating against employees based on race, gender, or religion. ,The government has passed legislation to prevent companies from engaging in price-fixing and other anti-competitive practices. ,The government has passed legislation to prevent companies from exploiting consumers by charging excessive fees or interest rates.","

(Prevent, Polluting)
(Prevent, Discriminating)
(Prevent, Price-fixing)
(Prevent, Exploiting)"
478," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from acquiring weapons of mass destruction. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from supporting terrorism.","

(Arms embargo, Developing)
(Arms embargo, Acquiring)
(Arms embargo, Supporting)"
479," ,The government has implemented a series of measures to prevent the spread of terrorism. ,The government has implemented a series of measures to prevent the spread of corruption. ,The government has implemented a series of measures to prevent the spread of human trafficking. ,The government has implemented a series of measures to prevent the spread of drug trafficking. ,The government has implemented a series of measures to prevent the spread of human rights abuses. ,The government has implemented a series of measures to prevent the spread of environmental degradation. ,The government has implemented a series of measures to prevent the spread of disease.","

(measures, terrorism)
(measures, corruption)
(measures, trafficking)
(measures, drug)
(measures, abuses)
(measures, degradation)
(measures, disease)"
480," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent further nuclear proliferation. ,The United States has imposed sanctions on Iran in an effort to prevent the government from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent further violence and human rights abuses.","

(Arms embargo, Nuclear proliferation)
(Sanctions, Nuclear weapons)
(Arms embargo, Violence)"
481," ,The United Nations has imposed a trade embargo on Cuba in an effort to prevent the country from destabilizing the region.","

Trigger1: embargo (Trigger2: destabilizing)"
482," ,The government has passed legislation to prevent companies from exploiting workers by paying them below minimum wage.","

Trigger1: Legislation (Trigger2: Exploiting)"
483," ,The United Nations has imposed sanctions on Russia in an effort to prevent the country from interfering in the internal affairs of other countries.","

Trigger1: Sanctions (Trigger1)
Trigger2: Interfering (Trigger2)"
484," ,The United Nations has imposed sanctions on Myanmar in an effort to prevent the country from committing human rights abuses. ,The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed sanctions on Sudan in an effort to prevent the country from committing human rights abuses. ,The United Nations has imposed sanctions on Libya in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed sanctions on Iraq in an effort to prevent the country from developing weapons of mass destruction. ,The United States has imposed sanctions on Zimbabwe in an effort to prevent the country from committing human rights abuses.","

(sanctions, abuses)
(sanctions, destabilizing)
(sanctions, nuclear)
(sanctions, abuses)
(sanctions, destabilizing)
(sanctions, weapons)
(sanctions, abuses)"
485," ,The government has implemented a series of measures to prevent the spread of hate speech and hate crimes, including increased awareness campaigns and increased penalties for offenders. ,The government has implemented a series of measures to prevent the spread of false and misleading information, including increased regulation of media outlets and increased penalties for those who spread false information.","

(Measures,Spread)
(Awareness,Hate)
(Regulation,False)"
486," ,The European Union has imposed economic sanctions on Russia in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from destabilizing the region.","

(Sanctions, Destabilizing)
(Embargo, Nuclear)
(Sanctions, Nuclear)
(Embargo, Destabilizing)"
487," ,The United States has imposed economic sanctions on certain countries in an effort to prevent the proliferation of nuclear weapons. ,The United Nations has imposed an arms embargo on certain countries in an effort to prevent the spread of small arms and light weapons. ,The United States has imposed economic sanctions on certain countries in an effort to prevent the financing of human rights abuses. ,The United Nations has imposed a travel ban on certain countries in an effort to prevent the spread of infectious diseases.","

(Sanctions, Proliferation)
(Embargo, Spread)
(Sanctions, Financing)
(Travel Ban, Spread)"
488," ,The government has implemented a series of laws to prevent the exploitation of workers.","

Trigger1: Laws (Trigger2: Exploitation)"
489," ,The government has implemented a series of measures to prevent the exploitation of natural resources. ,The government has implemented a series of measures to prevent the spread of cybercrime and cyberattacks. ,The government has implemented a series of measures to prevent the spread of human rights abuses. ,The government has implemented a series of measures to prevent the spread of organized crime. ,The government has implemented a series of measures to prevent the spread of money laundering and financial fraud.","

(Measures, Exploitation)
(Measures, Cybercrime)
(Measures, Human Rights)
(Measures, Organized Crime)
(Measures, Money Laundering)"
490," ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and human rights abuses. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights. ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent further violence and human rights abuses. ,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from violating human rights. ,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent further violence and human rights abuses. ,The United States has imposed economic sanctions on Zimbabwe in an effort to prevent the country from violating human rights.","

(Arms embargo, Violence)
(Economic sanctions, Human rights)
(Arms embargo, Nuclear weapons)
(Arms embargo, Violence)
(Economic sanctions, Human rights)
(Arms embargo, Violence)
(Economic sanctions, Human rights)"
491," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States and its allies have imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a travel ban on Syria in an effort to prevent the country from committing human rights abuses. ,The United States and its allies have imposed a no-fly zone over Libya in an effort to prevent the country from committing human rights abuses. ,The United Nations has imposed economic sanctions on Sudan in an effort to prevent the country from committing human rights abuses.","

(Arms embargo, Nuclear weapons)
(Economic sanctions, Nuclear weapons)
(Travel ban, Human rights abuses)
(No-fly zone, Human rights abuses)
(Economic sanctions, Human rights abuses)"
492," ,The European Union has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from destabilizing the region. ,The United States has imposed sanctions on Venezuela in an effort to prevent the country from violating human rights.","

(Sanctions,Nuclear)
(Embargo,Destabilizing)
(Sanctions,Violating)"
493," ,The European Union has imposed an arms embargo on Russia in an effort to prevent the country from engaging in aggressive military actions. ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from engaging in human rights abuses. ,The United Nations has imposed a trade embargo on Sudan in an effort to prevent the country from committing genocide. ,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from engaging in human rights abuses.","

(Arms embargo, Prevent)
(Arms embargo, Develop)
(Economic sanctions, Prevent)
(Trade embargo, Prevent)
(Economic sanctions, Prevent)"
494," ,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.","

Trigger1: sanctions (Trigger2: nuclear)"
495," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from supporting terrorist activities. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing human rights abuses. ,The United States and its allies have imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United States and its allies have imposed economic sanctions on Russia in an effort to prevent the country from interfering in the internal affairs of other countries.","

(Arms embargo, Prevent)
(Arms embargo, Support)
(Arms embargo, Commit)
(Economic sanctions, Develop)
(Economic sanctions, Interfere)"
496," ,The government has implemented a series of measures to prevent the spread of infectious diseases, including increased public health awareness and increased access to vaccinations.","

Trigger1: Measures (Trigger2: Spread)"
497," ,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' elections.","

Trigger1: Sanctions (Trigger1)
Trigger2: Interfering (Trigger2)"
498," ,The government has implemented a series of measures to prevent the spread of infectious diseases. ,The government has implemented a series of measures to prevent the exploitation of workers. ,The government has implemented a series of measures to prevent environmental degradation. ,The government has implemented a series of measures to prevent the illegal trafficking of drugs. ,The government has implemented a series of measures to prevent the proliferation of weapons of mass destruction. ,The government has implemented a series of measures to prevent the spread of hate speech. ,The government has implemented a series of measures to prevent the spread of cybercrime. ,The government has implemented a series of measures to prevent the exploitation of natural resources. ,The government has implemented a series of measures to prevent the exploitation of children. ,The government has implemented a series of measures to prevent the spread of terrorism. ,The government has implemented a series of measures to prevent the spread of corruption. ,The government has implemented a series of measures to prevent the abuse of power. ,The government has implemented a series of measures to prevent the misuse of public funds. ,The government has implemented a series of measures to prevent the abuse of human rights. ,The government has implemented a series of measures to prevent the spread of misinformation. ,The government has implemented a series of measures to prevent the spread of fake news. ,The government has implemented a series of measures to prevent the spread of hate crimes. ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations. ,The government has implemented a series of measures to prevent the abuse of animals. ,The government has implemented a series of measures to prevent the spread of organized crime. ,The government has implemented a series of measures to prevent the spread of human trafficking.","

(Prevent, Spread)
(Prevent, Exploitation)
(Prevent, Degradation)
(Prevent, Trafficking)
(Prevent, Proliferation)
(Prevent, Hate)
(Prevent, Cybercrime)
(Prevent, Exploitation)
(Prevent, Children)
(Prevent, Terrorism)
(Prevent, Corruption)
(Prevent, Abuse)
(Prevent, Misuse)
(Prevent, Abuse)
(Prevent, Misinformation)
(Prevent, Fake)
(Prevent, Hate)
(Prevent, Exploitation)
(Prevent, Abuse)
(Prevent, Organized)
(Prevent, Trafficking)"
499," ,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in foreign elections. ,The United Nations has imposed sanctions on Myanmar in an effort to prevent the country from committing human rights abuses.","

Trigger1 (sanctions) Trigger2 (interfering)
Trigger1 (sanctions) Trigger2 (abuses)"
500," ,The United Nations has imposed an arms embargo on Iran in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from supporting terrorism. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.","

(Arms embargo, Nuclear weapons)
(Economic sanctions, Destabilizing)
(Arms embargo, Destabilizing)
(Economic sanctions, Supporting terrorism)
(Arms embargo, Destabilizing)"
501,"And to protect their reduced capital investment from eroding further, market makers became quicker to lower price quotes when sell programs are in progress.","

Trigger1: capital (Trigger2: eroding)"
502," ,The government has taken steps to prevent the spread of cybercrime, including introducing new laws to regulate online activity.","

(Laws, Cybercrime)"
503," ,The government has passed legislation to prevent companies from engaging in deceptive marketing practices. ,The government has passed legislation to prevent companies from exploiting consumers through predatory lending practices. ,The government has implemented a series of measures to prevent the trafficking of illegal drugs. ,The government has implemented a series of measures to prevent the spread of infectious diseases. ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations. ,The government has implemented a series of measures to prevent the use of child labor.","

(Prevent, Deceptive)
(Prevent, Predatory)
(Prevent, Trafficking)
(Prevent, Infectious)
(Prevent, Exploitation)
(Prevent, Child)"
504," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and human rights abuses. ,The government has implemented a series of laws to prevent the exploitation of the environment, including laws against deforestation.","

Trigger1 (Arms embargo) Trigger2 (Violence)
Trigger1 (Laws) Trigger2 (Exploitation)"
505," ,The government has taken steps to prevent the spread of hate speech by introducing new laws and regulations.","

Trigger1: steps (Trigger2: spread)"
506," ,The government has implemented a series of measures to prevent the spread of human trafficking, including increased monitoring of borders and increased penalties for those who engage in human trafficking. ,The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance of potential terrorist activities and increased penalties for those who engage in terrorist activities.","

(Monitoring, Trafficking)
(Surveillance, Terrorism)"
507," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing genocide. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from engaging in piracy. ,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from developing weapons of mass destruction.","

(Arms embargo, Using chemical weapons)
(Arms embargo, Committing genocide)
(Arms embargo, Engaging in piracy)
(Arms embargo, Developing weapons of mass destruction)"
508," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from committing human rights abuses. ,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from supporting terrorist activities.","

(Embargo,Abuses)
(Sanctions,Nuclear)
(Embargo,Terrorist)"
509," ,The European Union has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from supporting terrorism.","

(Sanctions, Interfering)
(Embargo, Destabilizing)
(Sanctions, Terrorism)"
510,"The United Nations Security Council unanimously approved a resolution authorizing the use of ""all necessary means"" to force Iraq to withdraw from Kuwait, a move that forestalled any further diplomatic efforts to resolve the crisis.","

(Resolution, Force)"
511," ,The European Union has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The European Union has imposed sanctions on Russia in an effort to prevent the country from destabilizing the region. ,The European Union has imposed sanctions on Syria in an effort to prevent the government from committing human rights abuses. ,The European Union has imposed sanctions on Venezuela in an effort to prevent the government from committing human rights abuses.","

(sanctions, nuclear weapons)
(sanctions, destabilizing)
(sanctions, human rights abuses)
(sanctions, human rights abuses)"
512,The European Union has imposed economic sanctions on Russia in an effort to prevent further aggression in Ukraine.,"

(Sanctions, Aggression)"
513," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States and its allies have imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.","

(Arms embargo, Prevent)
(Economic sanctions, Prevent)"
514," ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from destabilizing the region. ,The United States and its allies have imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.","

(Embargo, Destabilizing)
(Sanctions, Interfering)"
