,sentence,events
535, The government has implemented a series of tax reforms to reduce the burden on low-income households. ,"trigger1 (tax)
trigger2 (reduce)"
536, The government has passed legislation to protect the rights of workers and ensure fair wages. ,(legislation) (protect)
537, The government has taken steps to reduce the cost of healthcare and make it more accessible to all citizens. ,(steps) (reduce)
538, The government has implemented policies to promote renewable energy sources and reduce carbon emissions.,"trigger1 (policies)
trigger2 (promote)"
539," The International Monetary Fund has recently approved a new loan package for Greece, in order to help the country address its economic crisis.",trigger1: loan (trigger2: address)
540, The rights offering will enable Canadian shareholders to purchase additional shares at a discounted rate.,trigger1: offering (trigger2: purchase)
541, The offering also includes the purchase of $100 face amount of 5% bonds due ,"trigger1: offering
trigger2: purchase"
542, The warrants to buy 5 common shares at 30 cents a share will provide shareholders with an additional opportunity to invest in the company.,trigger1: warrants (trigger2: invest)
543, The rights offering is intended to provide shareholders with an attractive investment opportunity.,"trigger1 (rights)
trigger2 (opportunity)"
544," The offering is open to all shareholders, except those residing in the U.S. and Britain.","trigger1: offering (trigger2: open) 
trigger1: residing (trigger2: except)"
545, The rights offering is a way for the company to raise capital and reward shareholders for their loyalty.,"trigger1 (offering)
trigger2 (raise)"
546, The rights offering is a way for the company to increase its shareholder base and strengthen its financial position.,trigger1: offering (trigger2: increase)
547, The rights offering is a way for the company to reward its existing shareholders and attract new investors.,"trigger1 (reward)
trigger2 (attract)"
548," , The European Union has passed a resolution to increase the amount of aid it provides to developing countries. , The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts. , The International Monetary Fund has passed a resolution to increase the amount of foreign aid it provides to developing countries. , The World Bank has passed a resolution to increase the amount of funding it provides to developing countries.","(resolution) (increase)
(resolution) (end)
(resolution) (increase)
(resolution) (increase)"
549,"The United Nations Security Council has imposed sanctions on North Korea in response to its nuclear weapons program.,The European Union has adopted a new directive to reduce carbon emissions from automobiles.,The United States has imposed tariffs on steel and aluminum imports from China in an effort to protect domestic industries.,The United Kingdom has voted to leave the European Union, triggering a period of economic and political uncertainty.,The United States and Russia have agreed to a ceasefire in Syria, ending years of conflict in the region.,The International Monetary Fund has approved a $12 billion loan package for Greece, helping to stabilize the country's economy.,The United Nations has adopted a resolution calling for an end to the use of chemical weapons in Syria.","(sanctions,nuclear)
(directive,reduce)
(tariffs,protect)
(leave,uncertainty)
(ceasefire,conflict)
(loan,stabilize)
(resolution,chemical)"
550," ,The United Nations has also expressed its support for the merger, citing the potential for increased competition and the potential for increased consumer choice. ,The United States has also expressed its support for the merger, citing the potential for increased competition and the potential for increased consumer choice. ,The International Monetary Fund has also expressed its support for the merger, citing the potential for increased competition and the potential for increased consumer choice. ,The World Bank has also expressed its support for the merger, citing the potential for increased competition and the potential for increased consumer choice.","(support, competition)
(support, consumer)"
551," The British government has long been committed to the principle of free trade and open markets, and has sought to reduce barriers to international trade and investment.","trigger1: (free)
trigger2: (open)"
552," The European Union has sought to promote economic integration and cooperation among its member states, and has sought to create a single market for goods, services, capital, and labor.","trigger1 (integration)
trigger2 (cooperation)"
553," The United States has sought to promote economic growth and development in developing countries, and has sought to reduce poverty and inequality through foreign aid and investment.","trigger1: promote (economic growth)
trigger2: reduce (poverty)"
554," The World Bank has sought to promote economic development and poverty reduction in developing countries, and has sought to provide financial assistance to countries in need.","trigger1 (promote)
trigger2 (reduction)"
555," The International Monetary Fund has sought to promote economic stability and growth in developing countries, and has sought to provide financial assistance to countries in need.","trigger1 (imf)
trigger2 (stability)"
556," The World Trade Organization has sought to promote free and fair trade among its member countries, and has sought to reduce barriers to international trade and investment.","trigger1: promote (trigger2: free)
trigger1: reduce (trigger2: barriers)"
557," The United Nations has sought to promote international peace and security, and has sought to resolve conflicts through diplomacy and dialogue.","trigger1: peace (trigger2: security)
trigger1: resolve (trigger2: conflicts)"
558,"The European Union has recently passed a directive to reduce carbon emissions by 20% by ,The United Nations has recently adopted a resolution to promote gender equality in all countries.,The United Nations has recently passed a resolution to end the use of child soldiers in armed conflicts.,The United Nations has recently adopted a resolution to promote the rights of refugees and migrants.,The United Nations has recently passed a resolution to promote the rights of indigenous peoples.,The United Nations has recently adopted a resolution to promote the rights of people with disabilities.,The United Nations has recently passed a resolution to promote the rights of LGBTI people.","(directive, reduce)
(resolution, promote)
(resolution, end)
(resolution, promote)
(resolution, promote)
(resolution, promote)
(resolution, promote)"
559," ,The United Nations has adopted a new resolution that will require all countries to take action to protect the world's oceans and marine life. ,The United Nations has adopted a new agreement that will require all countries to promote sustainable development and combat climate change. ,The United Nations has adopted a new protocol that will require all countries to promote gender equality and empower women. ,The United Nations has adopted a new framework that will require all countries to promote human rights and combat discrimination.","(resolution) (action)
(agreement) (promote)
(protocol) (promote)
(framework) (promote)"
560," ,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts. ,The United Nations has passed a resolution calling for an end to the use of landmines in all forms. ,The United Nations has passed a resolution calling for an end to the use of torture in all forms. ,The United Nations has passed a resolution calling for an end to the use of cluster munitions in all forms. ,The United Nations has passed a resolution calling for an end to the use of nuclear weapons in all forms.","(child soldiers)==trigger1, (end)==trigger2
(landmines)==trigger1, (end)==trigger2
(torture)==trigger1, (end)==trigger2
(cluster munitions)==trigger1, (end)==trigger2
(nuclear weapons)==trigger1, (end)==trigger2"
561," , The government has implemented a series of tax reforms to stimulate economic growth. , The government has implemented a series of regulatory reforms to promote competition. , The government has implemented a series of labor reforms to improve working conditions. , The government has implemented a series of environmental reforms to protect the environment.","(tax, stimulate)
(regulatory, promote)
(labor, improve)
(environmental, protect)"
562,"The government has also announced plans to invest in infrastructure projects to improve transportation networks and access to essential services. ,The government has also announced plans to invest in economic development initiatives to create jobs and stimulate economic growth. ,The government has also announced plans to invest in security and defense initiatives to protect citizens from threats and ensure national security. ,The government has also announced plans to invest in diplomatic efforts to promote peace and stability in the region.","(infrastructure) (transportation)
(economic) (jobs)
(security) (protect)
(diplomatic) (peace)"
563," ,The European Union has enabled a relationship between the member states by allowing the free movement of goods, services, capital, and people. ,The United Nations has adopted a resolution to impose an arms embargo on certain countries in order to prevent the proliferation of weapons of mass destruction.","trigger1 (member states)
trigger2 (free movement)
trigger1 (resolution)
trigger2 (arms embargo)"
564," The United Nations has adopted a resolution to promote global cooperation in the fight against climate change. ,,, The United States has signed an agreement with China to reduce greenhouse gas emissions by  ,,, The United Kingdom has committed to achieving net zero carbon emissions by  ,,, The European Commission has proposed a new strategy to increase the use of renewable energy sources across the continent. ,,, The G20 has agreed to a plan to phase out the use of fossil fuels by  ,,, The International Monetary Fund has called for increased investment in green energy technologies to reduce global emissions.","3. (resolution)(promote)
4. (agreement)(reduce)
5. (committed)(net)
6. (strategy)(increase)
7. (plan)(phase)
8. (called)(invest)"
565," ,The United Nations has passed a resolution calling for an end to the use of chemical weapons in all forms. ,The United Nations has passed a resolution calling for an end to the use of biological weapons in all forms.","(resolution) (end)
(chemical) (focus)
(biological) (focus)"
566," ,The World Bank has approved a new loan package to help developing countries reduce poverty and promote economic growth.","trigger1: loan (trigger2: reduce)
trigger1: package (trigger2: promote)"
567,"The government has announced a new policy to reduce the cost of healthcare for low-income families.,The president has proposed a new tax plan to stimulate economic growth and create jobs.","(policy, reduce)
(tax, stimulate)"
568,"The European Union has passed a new directive to ensure the safety of workers in the workplace. ,The International Monetary Fund has approved a new loan package to help stabilize the economy of a developing country. ,The World Bank has approved a new loan program to help finance projects that will improve the quality of life in rural areas. ,The World Health Organization has adopted a new resolution to promote access to healthcare for all. ,The World Trade Organization has adopted a new agreement to reduce tariffs and promote free trade.","(directive, safety)
(loan, stabilize)
(loan, finance)
(resolution, healthcare)
(agreement, tariffs)"
569," ,The European Union has been pushing for greater economic integration and the adoption of a common currency, the Euro. ,The United States has been advocating for the adoption of free trade agreements to reduce tariffs and other barriers to trade. ,The United Nations has been calling for an end to the use of chemical weapons in armed conflicts. ,The International Monetary Fund has been advocating for fiscal austerity measures to reduce government debt and promote economic growth.","(integration, euro)
(free, trade)
(chemical, weapons)
(austerity, debt)"
570," ,,The president has proposed a new tax plan that would reduce taxes for middle-class families and increase taxes for the wealthiest Americans. ,,The Senate has passed a bill that would provide additional funding for infrastructure projects across the country. ,,The House of Representatives has passed a resolution that would increase the minimum wage to $15 an hour. ,,The Supreme Court has ruled that the Affordable Care Act is constitutional. ,,The United Nations has adopted a resolution calling for an end to the use of chemical weapons in Syria. ,,The European Union has imposed sanctions on Russia for its involvement in the conflict in Ukraine. ,,The United Nations Security Council has passed a resolution condemning North Korea's nuclear weapons program. ,Dow Jones said it extended the offer to allow shareholders time to review a supplement to the Dow Jones tender offer circular that it mailed last Friday. ","proposed (trigger1) reduce (trigger2)
passed (trigger1) provide (trigger2)
passed (trigger1) increase (trigger2)
ruled (trigger1) constitutional (trigger2)
adopted (trigger1) end (trigger2)
imposed (trigger1) sanctions (trigger2)
passed (trigger1) condemning (trigger2)
extended (trigger1) review (trigger2)"
571,The government has also announced a new policy that will provide incentives for companies to invest in renewable energy sources. ,(policy) (incentives)
572,The president has proposed a new tax plan that would reduce taxes for middle-class families and increase taxes for the wealthiest Americans. ,"(tax plan) (reduce taxes)
(wealthiest) (increase taxes)"
573,The Senate has passed a bill that would provide additional funding for infrastructure projects across the country. ,(funding) (infrastructure)
574,The House of Representatives has passed a resolution that would increase the minimum wage to $15 an hour. ,(resolution) (increase)
575,The Supreme Court has ruled that the Affordable Care Act is constitutional. ,"trigger1: supreme 
trigger2: ruled"
576,The United Nations has adopted a resolution calling for an end to the use of chemical weapons in Syria. ,(resolution) (end)
577,The European Union has imposed sanctions on Russia for its involvement in the conflict in Ukraine. ,"trigger1 (sanctions)
trigger2 (russia)"
578,The United Nations Security Council has passed a resolution condemning North Korea's nuclear weapons program.,trigger1: resolution (trigger2: condemning)
579," The European Union has implemented a series of measures to protect the rights of refugees and migrants., The United Nations has called for an immediate ceasefire in Syria in order to facilitate the delivery of humanitarian aid., The United States has imposed tariffs on Chinese imports in an effort to reduce the trade deficit., The United Nations has adopted a resolution condemning the human rights abuses in North Korea.","11. (measures, rights)
12. (ceasefire, delivery)
13. (tariffs, deficit)
14. (resolution, abuses)"
580," , The United States has sought to maintain its presence in the region, and has increased its military presence in the area. , Russia has sought to increase its influence in the region, and has been involved in a number of diplomatic initiatives. , India has sought to increase its presence in the region, and has been involved in a number of trade agreements. , The European Union has sought to increase its influence in the region, and has been involved in a number of diplomatic initiatives. , Japan has sought to increase its presence in the region, and has been involved in a number of economic development initiatives.","10. (presence, increase)
11. (influence, involved)
12. (presence, involved)
13. (influence, involved)
14. (presence, involved)"
581," The United Nations has adopted a new set of regulations to ensure that all countries comply with international labor standards. , The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones. , The United Nations has imposed a new set of sanctions on Russia in response to its continued aggression in Ukraine. , The United Nations has declared a global ban on the use of cluster munitions. , The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.","(regulations, comply)
(resolution, end)
(sanctions, aggression)
(ban, cluster)
(resolution, end)"
582," ,The European Union has adopted a new directive to promote the use of renewable energy sources. ,The United Nations has launched a new initiative to promote global peace and security. ,The World Trade Organization has adopted a new agreement to reduce barriers to international trade.","(directive,promote)
(initiative,promote)
(agreement,reduce)"
583," ,The United Nations has also passed a resolution calling for an end to the use of child soldiers in armed conflicts. ,The United States has imposed sanctions on Iran in response to its nuclear weapons program. ,The United Nations has passed a resolution calling for an end to the use of landmines in armed conflicts.","(united nations, end)
(united states, sanctions)
(united nations, landmines)"
584,"The European Union has adopted a policy of diplomatic engagement with Russia in order to reduce tensions in the region. ,The United States and its allies have launched airstrikes against the Islamic State in an effort to degrade and ultimately defeat the terrorist group. ,The United Nations has established a peacekeeping mission in Syria to help facilitate a political transition in the country. ,The United States and its partners have negotiated a nuclear deal with Iran to limit its nuclear activities and ensure its compliance with international law.","(policy,engagement)
(airstrikes,degrade)
(mission,facilitate)
(deal,limit)"
585," , The government has also announced that it will be investing in new environmental initiatives to protect the environment and combat climate change. , The government has also announced that it will be investing in new educational initiatives to improve educational outcomes and promote lifelong learning.","(environment) (protect)
(educational) (improve)"
586," ,The United Nations has passed a resolution calling for an end to the use of chemical weapons in armed conflicts. ,The United Nations has adopted a new resolution that will require all member states to provide access to quality education to all citizens by  ,The United Nations has passed a resolution that will require all member states to reduce their dependence on fossil fuels by  ,The United Nations has adopted a new resolution that will require all member states to provide access to safe and secure housing to all citizens by  ,The United Nations has passed a resolution calling for an end to the use of torture in all forms.","(resolution,end)
(resolution,education)
(resolution,fossil)
(resolution,housing)
(resolution,torture)"
587," , The United Nations has imposed economic sanctions on North Korea in an effort to pressure the country to abandon its nuclear weapons program. , The United States has imposed tariffs on imports from China in an effort to protect American jobs and industries. , The European Union has adopted a new directive to promote the use of renewable energy sources and reduce carbon emissions. , The World Bank has launched a new initiative to promote economic development in developing countries.","(sanctions,pressure)
(tariffs,protect)
(directive,promote)
(initiative,develop)"
588," ,The United Nations has declared a new resolution to end the use of nuclear weapons. ,The United Nations has declared a new resolution to end the use of landmines in any form. ,The United Nations has declared a new resolution to end the use of chemical weapons in any form. ,The United Nations has declared a new resolution to end the use of torture as a weapon of war. ,The United Nations has declared a new resolution to end the use of child soldiers in armed conflicts.","(resolution) (end) 
(resolution) (landmines) 
(resolution) (chemical) 
(resolution) (torture) 
(resolution) (child)"
589, The United Nations has also adopted a resolution to promote gender equality and empower women and girls. ,(gender) (equality)
590, The European Union has also adopted a resolution to promote the rights of refugees and migrants. ,(resolution) (promote)
591, The African Union has also adopted a resolution to promote economic development and reduce poverty in the region. ,"trigger1 (economic)
trigger2 (reduce)"
592, The United Nations has also adopted a resolution to promote the protection of the environment and combat climate change. ,(resolution) (promote)
593, The World Trade Organization has also adopted a resolution to promote free trade and reduce barriers to international trade.,"trigger1: (free)
trigger2: (reduce)"
594, The United Nations has adopted a new resolution that calls for an end to the use of chemical weapons in armed conflicts.,trigger1: resolution (trigger2: end)
595, The United Nations has called for an end to the violence in Syria and for a political solution to the conflict.,trigger1: violence (trigger2: solution)
596, The United States has imposed tariffs on Chinese imports in an effort to protect American businesses.,"trigger1: tariffs
trigger2: protect"
597," The United Kingdom has voted to leave the European Union, triggering a period of economic and political uncertainty.","trigger1: vote
trigger2: leave"
598, The United States and North Korea have engaged in a series of diplomatic talks in an effort to reduce tensions on the Korean peninsula.,"trigger1: talks (united states and north korea)
trigger2: reduce (tensions)"
599, The United Nations has passed a resolution condemning the human rights abuses in Myanmar.,trigger1: resolution (trigger2: abuses)
600, The United States has imposed sanctions on Iran in response to its nuclear program.,trigger1: sanctions (trigger2: nuclear)
601," The United Nations has been working to broker a peace agreement between the warring factions in Syria, but the conflict has yet to be resolved.","trigger1: united
trigger2: broker"
602, The United States has imposed economic sanctions on Russia in response to its annexation of Crimea and its involvement in the Ukrainian civil war.,trigger1: sanctions (trigger2: annexation)
603, The European Union has been negotiating a trade agreement with the United Kingdom in the wake of Brexit.,(negotiating) (brexit)
604," The United States and China have been engaged in a trade war, with both sides imposing tariffs on each other's goods.","trigger1 (tariffs)
trigger2 (imposing)"
605," The United Nations has been working to address the global refugee crisis, but the number of displaced people continues to rise.","trigger1: working (trigger1)
trigger2: rise (trigger2)"
606," The United States has been pushing for a two-state solution to the Israeli-Palestinian conflict, but progress has been slow.","trigger1: (pushing)
trigger2: (progress)"
607,"The government of India has also announced a new policy to provide subsidies to small and medium-sized enterprises in order to promote economic growth and job creation.,The government of India has also announced a new policy to provide subsidies to small and medium-sized enterprises in order to promote economic growth, reduce poverty, and create jobs.","(subsidies) (promote)
(subsidies) (reduce)
(subsidies) (create)"
608, This condition enables a relationship between the government and the private sector to invest in projects that will benefit the economy.,"trigger1: government
trigger2: invest"
609," The European Union has imposed economic sanctions on Russia in response to its annexation of Crimea. The United States and China have agreed to a new trade deal that will reduce tariffs and open up markets. The United Kingdom has voted to leave the European Union, triggering a period of economic uncertainty. The United Nations Security Council has unanimously passed a resolution condemning North Korea's nuclear weapons program. The United States and Iran have reached a historic agreement to limit Iran's nuclear program in exchange for the lifting of economic sanctions. The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts. The United States and Cuba have restored diplomatic relations after more than 50 years of estrangement. The United Nations has adopted a resolution calling for an end to the use of torture and other cruel, inhuman, or degrading treatment or punishment. The United Nations has passed a resolution calling for an end to the use of landmines and other explosive remnants of war. The International Monetary Fund has approved a loan package to help stabilize the economies of several countries in the Middle East.","2. (sanctions)(annexation)
3. (tariffs)(markets)
4. (leave)(uncertainty)
5. (resolution)(program)
6. (agreement)(sanctions)
7. (resolution)(soldiers)
8. (relations)(estrangement)
9. (resolution)(treatment)
10. (resolution)(remnants)
11. (loan)(economies)"
610,The United Nations has established a new international court to prosecute war crimes and crimes against humanity.,"trigger1: united (trigger2: establish) 
trigger1: crimes (trigger2: prosecute)"
611, The European Union has adopted a new policy to reduce carbon emissions in an effort to combat climate change. ,(policy) (reduce)
612, The United Nations has passed a resolution condemning human rights abuses in Syria and calling for an end to the conflict. ,(resolution) (condemning)
613, The United States has imposed sanctions on Russia in response to its annexation of Crimea. ,"trigger1 (sanctions)
trigger2 (annexation)"
614, The United Nations has passed a resolution calling for an end to the use of chemical weapons in conflict zones. ,(resolution) (end)
615, The United Nations has passed a resolution calling for an end to the use of nuclear weapons in conflict zones. ,(resolution) (end)
616, The United Nations has passed a resolution calling for an end to the use of cluster munitions in conflict zones. ,"trigger1 (resolution)
trigger2 (end)"
617, The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones. ,"trigger1 (resolution)
trigger2 (end)"
618, The United Nations has passed a resolution calling for an end to the use of biological weapons in conflict zones.,"trigger1: resolution
trigger2: end"
619,Dow Jones has extended the expiration date of its tender offer to allow shareholders more time to consider the additional information provided in the supplement to the tender offer circular.,"trigger1: date (dow jones has extended the expiration date)
trigger2: consider (allow shareholders more time to consider)"
620,"Canada's largest department store operator said the rights offering will entitle holders of its ordinary shares, except residents in the U.S. and Britain, to subscribe for two additional shares for every five shares held at a price of C$25 a share.",trigger1: offering (trigger2: subscribe)
621,Dow Jones said it extended the offer to allow shareholders time to review a supplement to the Dow Jones tender offer circular that it mailed last Friday.,"trigger1: offer (dow jones)
trigger2: review (shareholders)"
622,The United Nations has passed a resolution calling for an end to the use of weapons of mass destruction in any form.,trigger1: resolution (trigger2: end)
623,The United Nations has passed a resolution calling for an end to the use of incendiary weapons in any form.,trigger1: resolution (trigger2: end)
624,The United Nations has passed a resolution calling for an end to the use of explosive weapons in populated areas.,trigger1: resolution (trigger2: end)
625,The United Nations has passed a resolution calling for an end to the use of starvation as a weapon of war.,"trigger1: resolution (trigger1)
trigger2: starvation (trigger2)"
626,The Organization of American States has approved a new resolution that will strengthen the protection of human rights in the region.,"trigger1: organization (trigger1)
trigger2: strengthen (trigger2)"
627,"The United States has imposed economic sanctions on Russia in response to its actions in Ukraine.,The European Union has sought to mediate between Russia and Ukraine in order to resolve the conflict.,The United Nations has called for an end to the violence in Yemen and has urged all parties to the conflict to seek a peaceful resolution.,The United States has provided military and financial support to the Saudi-led coalition in Yemen.,The United Nations has called for an end to the violence in Libya and has urged all parties to the conflict to seek a peaceful resolution.,The United States has imposed economic sanctions on Iran in response to its nuclear program.,The European Union has sought to mediate between Iran and the United States in order to resolve the nuclear dispute.,The United Nations has called for an end to the violence in Syria and has urged all parties to the conflict to seek a peaceful resolution.","(impose,actions)
(mediate,conflict)
(call,violence)
(provide,coalition)
(call,violence)
(impose,program)
(mediate,dispute)
(call,violence)"
628," ,The United States and Russia have agreed to a new arms control treaty that will reduce the number of nuclear weapons in both countries. ,The United Nations has passed a resolution condemning the use of torture and other cruel, inhuman, or degrading treatment or punishment. ,The United Nations has adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine. ,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts. ,The United Nations has passed a resolution calling for an end to the use of landmines in armed conflicts. ,The United Nations has passed a resolution calling for an end to the use of cluster munitions in armed conflicts. ,The United Nations has passed a resolution calling for an end to the use of incendiary weapons in armed conflicts.","(agree, reduce)
(condemn, torture)
(ceasefire, conflict)
(end, child)
(end, landmines)
(end, cluster)
(end, incendiary)"
629,"The government of Canada has announced a new policy to reduce the amount of carbon emissions from vehicles.,The European Union has passed a new law that requires all member states to reduce their carbon emissions by 20% by the year ","(policy, reduce)
(law, reduce)"
630, The United States has imposed tariffs on Chinese imports in an effort to protect domestic industries. ,"trigger1 (tariffs)
trigger2 (protect)"
631, The French government has passed a law to increase the minimum wage for workers. ,"trigger1 (law)
trigger2 (increase)"
632, The German government has passed a law to reduce carbon emissions from power plants. ,"trigger1 (law)
trigger2 (reduce)"
633, The United Nations has adopted a resolution to end the conflict in Syria. ,"trigger1 (resolution)
trigger2 (end)"
634, The European Union has passed a law to protect the rights of refugees. ,"trigger1 (law)
trigger2 (protect)"
635, The United Nations has passed a resolution to combat climate change.,trigger1: resolution (trigger2: combat)
636," The United States has elected a new president, ushering in a new era of politics.",trigger1: elected (trigger2: era)
637, The United Nations has adopted a new resolution to combat climate change.,trigger1: resolution (trigger2: combat)
638, The European Union has passed a new law to protect the rights of refugees.,"trigger1 (law)
trigger2 (protect)"
639, The African Union has launched a new initiative to promote economic development.,trigger1: initiative (trigger2: promote)
640, The G20 has agreed to a new set of global economic reforms.,trigger1: g20 (trigger2: agreed)
641, The World Bank has approved a new loan package to help developing countries.,"trigger1: (loan)
trigger2: (help)"
642, The International Monetary Fund has approved a new package of financial assistance to help struggling economies.,"trigger1: imf (international monetary fund)
trigger2: assistance (financial assistance)"
643,"The European Union has sought to create a unified legal framework, with the goal of creating a single set of laws and regulations. ,The European Union has sought to create a unified security framework, with the goal of creating a single set of security measures. ,The European Union has sought to create a unified foreign policy, with the goal of creating a single set of diplomatic relations. ,The European Union has sought to create a unified energy policy, with the goal of creating a single set of energy sources.","(create, unified)
(create, security)
(create, foreign)
(create, energy)"
644," , The European Union has imposed sanctions on Iran in response to its nuclear program. ,The government has also announced a new policy that will provide tax incentives for businesses to invest in research and development. , The United Nations Security Council has passed a resolution condemning the use of chemical weapons in Syria. ,The government has also announced a new policy that will provide subsidies for businesses to invest in green energy sources. , The United Nations has adopted a resolution to promote the protection of human rights and combat discrimination.","(sanctions) (iran)
(tax incentives) (research)
(resolution) (chemical weapons)
(subsidies) (green energy)
(resolution) (human rights)"
645," , The European Union has implemented a policy to promote renewable energy sources. , The United States has enacted legislation to protect the rights of workers in the gig economy. , The United Kingdom has introduced a new tax system to reduce inequality and promote economic growth.","15. (policy)(promote)
20. (legislation)(protect)
25. (system)(reduce)"
646," ,,The World Bank has approved a new loan package to help developing countries address poverty and inequality. ,,The United Nations has passed a resolution calling for an end to the use of landmines in armed conflicts. ,,The United Nations has passed a resolution calling for an end to the use of chemical weapons in armed conflicts.","(loan)==trigger1, (address)==trigger2
(resolution)==trigger1, (end)==trigger2
(resolution)==trigger1, (end)==trigger2"
647, The United Nations has called for an immediate ceasefire in the conflict between India and Pakistan.,trigger1: ceasefire (trigger2: conflict)
648, The European Union has imposed economic sanctions on Russia in response to its annexation of Crimea.,trigger1: sanctions (trigger2: annexation)
649, The African Union has condemned the military coup in Sudan and called for a peaceful transition to democracy.,trigger1: coup (trigger2: democracy)
650, The Organization of American States has urged the Venezuelan government to respect the rights of its citizens and to restore democracy.,"trigger1: urged (trigger2: respect)
trigger1: restore (trigger2: democracy)"
651," ,The United Nations Security Council yesterday unanimously approved a resolution that would impose an arms embargo on Libya, in an effort to prevent the country from acquiring weapons of mass destruction.","trigger1 (arms)
trigger2 (embargo)"
652," , The government has passed a new law to protect the rights of workers and ensure fair wages and working conditions. , The United Nations has adopted a resolution to promote gender equality and empower women and girls around the world. , The International Monetary Fund has approved a loan package to help stabilize the economy of a developing country. , The World Health Organization has launched a new campaign to raise awareness about the dangers of smoking.","(law) (equality)
(loan) (campaign)"
653, The European Union has imposed economic sanctions on Russia in response to its annexation of Crimea.,trigger1: sanctions (trigger2: annexation)
654, The United States has imposed tariffs on Chinese imports in an effort to reduce the trade deficit.,trigger1: tariffs (trigger2: reduce)
655, The United Nations has called for an end to the civil war in Syria.,"trigger1: un (united nations)
trigger2: end (end to the civil war)"
656, The United Nations has passed a resolution condemning human rights abuses in North Korea.,trigger1: resolution (trigger2: abuses)
657, The United Nations has urged the international community to take action to address climate change.,"trigger1: (un)
trigger2: (action)"
658, The United States has imposed sanctions on Iran in response to its nuclear program.,trigger1: sanctions (trigger2: nuclear)
659, The United Nations has called for an end to the conflict in Yemen.,trigger1: conflict (trigger2: end)
660, The United Nations has called for an end to the violence in Myanmar.,trigger1: violence (trigger2: end)
661, The United Nations has called for an end to the occupation of Palestine by Israel.,"trigger1: occupation
trigger2: end"
662, The United Nations has established a condition that would trigger an event of establishing a lasting peace between Armenia and Azerbaijan.,"trigger1: condition
trigger2: event"
663," , The United States has imposed a new set of sanctions on North Korea in response to its continued nuclear weapons program.",trigger1: sanctions (trigger2: nuclear)
664,"The United States has elected Donald Trump as its 45th President.,The United Nations has adopted the Paris Agreement to combat climate change.,The United Kingdom has triggered Article 50 of the Lisbon Treaty, officially beginning the process of leaving the European Union.","(elected, president)
(adopted, agreement)
(triggered, article)"
665," ,,The government has also announced plans to invest in infrastructure projects to improve transportation and communication networks. ,,The government has also announced plans to invest in educational initiatives to improve access to quality education.","(infrastructure) (transportation)
(educational) (access)"
666,"The European Union has imposed sanctions on Russia for its involvement in the Ukraine conflict. ,The United Nations has declared a global climate emergency in response to rising temperatures. ,The United States has imposed tariffs on Chinese imports in an effort to reduce the trade deficit. ,The United Kingdom has voted to leave the European Union in a historic referendum. ,The United Nations has adopted the Paris Agreement to reduce global greenhouse gas emissions. ,The United States has withdrawn from the Iran nuclear deal, citing violations of the agreement. ,The United Nations has passed a resolution calling for an end to the conflict in Syria. ,The United States has imposed sanctions on North Korea in response to its nuclear weapons program.","(sanctions,russia)
(emergency,temperatures)
(tariffs,chinese)
(leave,european)
(agreement,greenhouse)
(withdraw,iran)
(resolution,syria)
(sanctions,north)"
667, ,"trigger1 (moves)
trigger2 (focus)"
668, The British government's decision to impose a 15% limit on foreign ownership of Jaguar Cars in 1989 was seen as a major obstacle to General Motors' plans to acquire the company. ,(decision) (obstacle)
669," Prime Minister Margaret Thatcher might, however, be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford.","trigger1: request
trigger2: removal"
670, The announcement of the rights offering by Hudson's Bay Co. in June of 2018 was met with mixed reactions from investors.,"trigger1: announcement (trigger1)
trigger2: reactions (trigger2)"
671," Canada's largest department store operator said the rights offering will entitle holders of its ordinary shares, except residents in the U.S. and Britain, to subscribe for two additional shares for every five shares held at a price of C$25 a share.",trigger1: offering (trigger2: subscribe)
672,", The decision to leave the European Union has caused a sharp decline in the value of the British pound, leading to increased costs for businesses and consumers.","trigger1: decision (trigger1)
trigger2: decline (trigger2)"
673," ,The government has also announced plans to invest in infrastructure projects to improve transportation and communication networks. ,The government has also announced plans to invest in renewable energy sources to reduce dependence on fossil fuels. ,The government has also announced plans to invest in education initiatives to improve literacy and numeracy rates.","(infrastructure) (improve)
(renewable) (reduce)
(education) (improve)"
674, ,"trigger1 (moves)
trigger2 (focus)"
675, The European Union has adopted a new policy that will require all member states to provide a minimum wage to all workers by  ,(policy) (require)
676, The United Nations has passed a resolution that will require all member states to provide access to clean energy sources to all citizens by  ,(resolution) (provide)
677, The United Nations has adopted a new resolution that will require all member states to provide access to quality education to all citizens by ,trigger1: resolution (trigger2: access)
